ID,Block Number,Restriction,Time Limit,Street,Payment Time,Total Space,Hourly Rate,Mobile Payment Number,Pay Type,Business Zone,Center Point,Line
387,PBP-012,NONE,2 HOUR,St Mary Ave,0800 - 1730,5,2.75,204414,PaybyPhone Only,Downtown,POINT (-97.1448618112142 49.8900289349407),"MULTILINESTRING ((-97.1446976836713 49.8900662290265, -97.1450259385165 49.8899916406203))"
128,PBP-199,NONE,2 HOUR,Pacific Ave,0800 - 1730,4,1.75,204355,PaybyPhone Only,Downtown,POINT (-97.1386238819593 49.9017137920941),"MULTILINESTRING ((-97.1384990784054 49.9016739422779, -97.1387486834704 49.9017536410583))"
462,PBP-029,NONE,2 HOUR,Adelaide St,0800 - 1730,12,1.75,204200,PaybyPhone Only,Downtown,POINT (-97.1432007127786 49.8985884599276),"MULTILINESTRING ((-97.1433466137217 49.8984000001068, -97.143278578177 49.8984878854837, -97.1430548066651 49.8987769175443))"
933,4885,NONE,2 HOUR,Carlton St,0800 - 1730,4,1.75,204244,"Paystation, PaybyPhone",Downtown,POINT (-97.1422163761129 49.8857786308615),"MULTILINESTRING ((-97.1421606727673 49.8856758730614, -97.1422720795963 49.8858813884514))"
1197,3202,NONE,4 HOUR,William Ave,0800 - 1730,4,2.75,204637,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1603420364112 49.9056141469411),"MULTILINESTRING ((-97.1601820272292 49.9055627742856, -97.1605020453802 49.9056655191987))"
1038,3450,NONE,4 HOUR,William Ave,0800 - 1730,2,2.75,204637,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.156962649885 49.9045292711422),"MULTILINESTRING ((-97.1568691470048 49.9044992470356, -97.1570561522842 49.9045592949817))"
316,7212,NONE,2 HOUR,Vaughan St,0800 - 1730,2,2.75,204428,"Paystation, PaybyPhone",Downtown,POINT (-97.1502681922608 49.8927874726992),"MULTILINESTRING ((-97.1502451699527 49.8927450411227, -97.1502912132523 49.8928299017699))"
593,4177,NONE,2 HOUR,Fort St,0800 - 1730,3,1.75,204275,"Paystation, PaybyPhone",Downtown,POINT (-97.1375267874376 49.8905937753756),"MULTILINESTRING ((-97.1374876473812 49.8905216456488, -97.1375659280548 49.8906659059071))"
2250,PBP-201,NONE,4 HOUR,Kate St,0800 - 1730,4,2.75,204611,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1531009240982 49.9014509998933),"MULTILINESTRING ((-97.1531880562344 49.9013373637861, -97.1530137926031 49.9015646345637))"
2664,3437,PM,2 HOUR,King St,0800 - 1530,1,2.75,204515,"Paystation, PaybyPhone",Exchange,POINT (-97.1414403218975 49.8976236995443),"MULTILINESTRING ((-97.1414723591561 49.8975824812917, -97.1414082831485 49.8976649196352))"
2340,PBP-013,NONE,9.5 HOUR,Duncan St,0800 - 1730,4,1.75,204682,PaybyPhone Only,No Biz Zone,POINT (-97.1313375134219 49.9008194061311),"MULTILINESTRING ((-97.1314296939387 49.9006987982463, -97.1312453320789 49.9009400144208))"
1277,7232,PM,2 HOUR,King St,0800 - 1530,2,2.75,204517,"Paystation, PaybyPhone",Exchange,POINT (-97.1421965616408 49.8966385094874),"MULTILINESTRING ((-97.1422321809087 49.8965921651777, -97.1421609445832 49.8966848508213))"
277,3451,NONE,2 HOUR,Graham Ave,0800 - 1730,2,2.75,204290,"Paystation, PaybyPhone",Downtown,POINT (-97.1471089445527 49.8911647391793),"MULTILINESTRING ((-97.1470432869166 49.8911796470254, -97.1471746026714 49.8911498311774))"
2908,4267,AM,2 HOUR,St Mary Ave,0900 - 1730,3,1.75,204418,"Paystation, PaybyPhone",Downtown,POINT (-97.1428805346255 49.8904692710323),"MULTILINESTRING ((-97.1426960519221 49.8905111870354, -97.1430650165247 49.8904273548465))"
912,PBP-073,NONE,2 HOUR,Hargrave St,0800 - 1730,3,1.75,204800,PaybyPhone Only,West End,POINT (-97.1458275553714 49.8968196863502),"MULTILINESTRING ((-97.1458957414472 49.8967311207015, -97.1457593675703 49.8969082538749))"
197,PBP-054,NONE,2 HOUR,Lombard Ave,0800 - 1730,4,1.75,204529,PaybyPhone Only,Exchange,POINT (-97.1335887539285 49.8953051544469),"MULTILINESTRING ((-97.1334576811768 49.8952748789855, -97.1337198308137 49.8953354306773))"
817,PBP-119,NONE,2 HOUR,Princess St,0800 - 1730,5,1.75,204385,PaybyPhone Only,Downtown,POINT (-97.1377209580883 49.9048935275736),"MULTILINESTRING ((-97.1377494680406 49.9047419174899, -97.1376981472491 49.9050148302503, -97.1376943071799 49.9050298836249, -97.1376885055069 49.9050446726334, -97.1376885055005 49.9050446726453))"
584,PBP-093,PM,2 HOUR,William Stephenson Way,0800 - 1530,4,1.75,204440,PaybyPhone Only,Downtown,POINT (-97.1335512655551 49.8926177949144),"MULTILINESTRING ((-97.1333619817597 49.8925506105183, -97.1337405510073 49.8926849794033))"
696,PBP-104,NONE,2 HOUR,Dagmar St,0800 - 1730,6,1.75,204252,PaybyPhone Only,Downtown,POINT (-97.1462011518864 49.8979972011953),"MULTILINESTRING ((-97.1462989118242 49.8978699170711, -97.1461033913203 49.8981244853838))"
393,7196,NONE,2 HOUR,Hargrave St,0800 - 1730,9,1.75,204300,"Paystation, PaybyPhone",Downtown,POINT (-97.1429058711291 49.8900174467232),"MULTILINESTRING ((-97.1427676496204 49.8897627114131, -97.1430440938791 49.8902721814676))"
741,PBP-017,"AM, PM",2 HOUR,Logan Ave,0900 - 1530,8,1.75,204700,PaybyPhone Only,No Biz Zone,POINT (-97.1402329444414 49.9040539124073),"MULTILINESTRING ((-97.1399746146859 49.9039710492085, -97.1404912743355 49.9041367747921))"
686,4965,PM,2 HOUR,King St,0800 - 1530,5,1.75,204323,"Paystation, PaybyPhone",Downtown,POINT (-97.1384451997415 49.9014006106081),"MULTILINESTRING ((-97.1385248486838 49.9013042217833, -97.1383655499899 49.9014969999725))"
201,PBP-015,NONE,9.5 HOUR,Waterfront Dr,0800 - 1730,8,1.75,204713,PaybyPhone Only,No Biz Zone,POINT (-97.1301989007085 49.9006315869772),"MULTILINESTRING ((-97.130537205085 49.9005303024103, -97.130469943396 49.9005553365574, -97.1303107868315 49.9006041132702, -97.1301461210686 49.9006445470023, -97.1299769924069 49.9006763808329, -97.1298456477684 49.9007092517508))"
140,PBP-034,NONE,2 HOUR,Arthur St,0800 - 1730,3,2.75,204494,PaybyPhone Only,Exchange,POINT (-97.1412851935713 49.897079951688),"MULTILINESTRING ((-97.1413319745813 49.8970196580458, -97.1412384135194 49.897140243926))"
259,3400,NONE,2 HOUR,Edmonton St,0800 - 1730,3,2.75,204264,"Paystation, PaybyPhone",Downtown,POINT (-97.1457669848205 49.8895211098984),"MULTILINESTRING ((-97.1457323847492 49.8894573129966, -97.1457752574765 49.8895363633036, -97.145801947942 49.8895848188141))"
2903,4484,"AM, PM",2 HOUR,Portage Ave E,0900 - 1530,1,1.75,204376,"Paystation, PaybyPhone",Downtown,POINT (-97.1368143247583 49.895046168598),"MULTILINESTRING ((-97.1367726915021 49.8950321861449, -97.1368559655703 49.8950601535656))"
1015,3208,NONE,4 HOUR,Bannatyne Ave,0800 - 1730,4,2.75,204600,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1626498677934 49.9052588878029),"MULTILINESTRING ((-97.1624718690988 49.9052017414698, -97.162827868363 49.9053160343301))"
645,3366,NONE,2 HOUR,Lombard Ave,0800 - 1730,2,1.75,204530,"Paystation, PaybyPhone",Exchange,POINT (-97.1353170256497 49.8958251465517),"MULTILINESTRING ((-97.1352514852419 49.8958100087584, -97.1353825615148 49.8958402832493))"
637,PBP-107,"AM, PM",2 HOUR,Main St,0900 - 1530,6,1.75,204337,PaybyPhone Only,Downtown,POINT (-97.1340837554734 49.8878343356679),"MULTILINESTRING ((-97.133984099022 49.8876643051644, -97.1340275320867 49.8877305667493, -97.1341767785117 49.8880060229711))"
218,PBP-132,NONE,2 HOUR,Selkirk Ave,0800 - 1730,3,1.75,204743,PaybyPhone Only,Selkirk,POINT (-97.1445508586407 49.9155778668723),"MULTILINESTRING ((-97.144389571569 49.9155261761412, -97.1447121457878 49.915629557293))"
400,PBP-165,PM,2 HOUR,York Ave,0800 - 1530,2,1.75,204442,PaybyPhone Only,Downtown,POINT (-97.1405181161091 49.8892375550031),"MULTILINESTRING ((-97.1404389204008 49.8892555249982, -97.1405973117131 49.8892195849643))"
1108,4537,NONE,2 HOUR,Hargrave St,0800 - 1730,6,1.75,204799,"Paystation, PaybyPhone",West End,POINT (-97.1457876172991 49.8949795505816),"MULTILINESTRING ((-97.145695513345 49.8948098696286, -97.1456955704549 49.8948099748512, -97.1458797221405 49.895149231893))"
339,4555,NONE,2 HOUR,Qu'appelle Ave,0800 - 1730,2,1.75,204804,"Paystation, PaybyPhone",West End,POINT (-97.147055334289 49.8958069838182),"MULTILINESTRING ((-97.1469896465123 49.8958218480467, -97.1471210223021 49.89579211949))"
30,4250,NONE,2 HOUR,Garry St,0800 - 1730,2,2.75,204285,"Paystation, PaybyPhone",Downtown,POINT (-97.1404937493479 49.8933650852889),"MULTILINESTRING ((-97.1404707270642 49.8933226514976, -97.1405167681125 49.8934075125149))"
1116,PBP-079,NONE,2 HOUR,Princess St,0800 - 1730,3,1.75,204386,PaybyPhone Only,Downtown,POINT (-97.1378177179482 49.9041912509283),"MULTILINESTRING ((-97.1378926312603 49.9040934536511, -97.137742802937 49.9042890499789))"
1064,3187,AM,4 HOUR,William Ave,0900 - 1730,1,2.75,204638,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1573737941208 49.9048019838571),"MULTILINESTRING ((-97.1573426255936 49.9047919757373, -97.1574049614325 49.9048119915742))"
1799,4484,"AM, PM",2 HOUR,Portage Ave E,0900 - 1530,2,1.75,204376,"Paystation, PaybyPhone",Downtown,POINT (-97.1362752331461 49.894871122614),"MULTILINESTRING ((-97.1361778208423 49.8948396257379, -97.1362986011212 49.8948786782965, -97.1363720814631 49.894903356977))"
1091,PBP-159,"AM, PM",2 HOUR,Ellice Ave,0900 - 1530,7,1.75,204797,PaybyPhone Only,West End,POINT (-97.1545227303983 49.8927389313063),"MULTILINESTRING ((-97.15420825756 49.8927299727247, -97.1548372037598 49.8927478890491))"
1156,4536,NONE,2 HOUR,Hargrave St,0800 - 1730,1,1.75,204798,"Paystation, PaybyPhone",West End,POINT (-97.1461682550412 49.8960703070286),"MULTILINESTRING ((-97.1461646084906 49.8960485369703, -97.1461719002608 49.8960920691205))"
632,PBP-173,"AM, PM",2 HOUR,Broadway,0900 - 1530,1,1.75,204222,PaybyPhone Only,Downtown,POINT (-97.1381475251698 49.887952557458),"MULTILINESTRING ((-97.1380915879759 49.8879652252945, -97.1382034650905 49.8879398889704))"
778,4973,"AM, PM",2 HOUR,Logan Ave,0900 - 1530,6,1.75,204325,"Paystation, PaybyPhone",Downtown,POINT (-97.1368180252294 49.9029584561281),"MULTILINESTRING ((-97.1365748765969 49.9028804512671, -97.1367068707631 49.9029227968861, -97.1370611746295 49.9030364598466))"
331,PBP-122,NONE,2 HOUR,Carlton St,0800 - 1730,2,1.75,204792,PaybyPhone Only,West End,POINT (-97.1471002421276 49.8947267373888),"MULTILINESTRING ((-97.1470772352402 49.8946843042804, -97.1471232497445 49.8947691717634))"
1054,3400,NONE,2 HOUR,Edmonton St,0800 - 1730,5,2.75,204264,"Paystation, PaybyPhone",Downtown,POINT (-97.1455591623573 49.8891416598219),"MULTILINESTRING ((-97.1455016310335 49.8890355795849, -97.1456166936129 49.8892477394385))"
2421,3150,"AM, PM",2 HOUR,Main St,0900 - 1530,6,2.75,204532,"Paystation, PaybyPhone",Exchange,POINT (-97.1393283032701 49.8987002078178),"MULTILINESTRING ((-97.1393701610813 49.8985492554851, -97.139369893824 49.8985567010081, -97.1393630878816 49.8986009304922, -97.1393511101725 49.8986446993665, -97.1393340296315 49.8986877556791, -97.1393271746484 49.8987026620376, -97.139318351825 49.8987171301768, -97.1393076271195 49.8987310519318, -97.1392176261221 49.8988362207199))"
1162,2271,NONE,2 HOUR,Wesley Ave,0800 - 1730,3,1.75,204431,"Paystation, PaybyPhone",Downtown,POINT (-97.1364999571288 49.8927380301908),"MULTILINESTRING ((-97.1363477042541 49.8927730849549, -97.1366522072247 49.8927029758163))"
1123,7241,NONE,2 HOUR,Rorie St,0800 - 1730,3,2.75,204566,"Paystation, PaybyPhone",Exchange,POINT (-97.1366666169557 49.8973715234049),"MULTILINESTRING ((-97.1367096578897 49.8972778209412, -97.1366860270623 49.897329266593, -97.1366235768859 49.8974652236008))"
721,4888,"AM, PM",4 HOUR,William Ave,0900 - 1530,7,2.75,204647,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1549788846578 49.9038933862947),"MULTILINESTRING ((-97.1546949070663 49.903802192517, -97.1552628608735 49.9039845785924))"
531,3361,NONE,4 HOUR,McDermot Ave,0800 - 1730,1,2.75,204619,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1567915391579 49.9023690666834),"MULTILINESTRING ((-97.1567603624703 49.9023590802666, -97.1568227256921 49.9023790562417))"
242,3155,"AM, PM",2 HOUR,Broadway,0900 - 1530,4,2.75,204221,"Paystation, PaybyPhone",Downtown,POINT (-97.1446259553564 49.8867660444138),"MULTILINESTRING ((-97.1444289686458 49.8868107120135, -97.1448229409298 49.8867213766555))"
1101,4527,NONE,2 HOUR,Adelaide St,0800 - 1730,3,1.75,204484,"Paystation, PaybyPhone",Exchange,POINT (-97.1443971620874 49.8970408690547),"MULTILINESTRING ((-97.144443856217 49.8969805474859, -97.1443504690668 49.8971011890214))"
173,3398,NONE,4 HOUR,Pearl St,0800 - 1730,5,2.75,204627,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.159791497768 49.9029848332119),"MULTILINESTRING ((-97.1599049914227 49.9028377514546, -97.1596780034221 49.9031319148573))"
1088,4263,PM,2 HOUR,McDermot Ave,0800 - 1530,3,2.75,204545,"Paystation, PaybyPhone",Exchange,POINT (-97.1394643606331 49.8971128028207),"MULTILINESTRING ((-97.139287336696 49.897111435755, -97.13964138551 49.8971141696241))"
293,4172,NONE,2 HOUR,Edmonton St,0800 - 1730,6,2.75,204269,"Paystation, PaybyPhone",Downtown,POINT (-97.1468322444652 49.8915257604006),"MULTILINESTRING ((-97.1467418668439 49.8913593628134, -97.1469226225806 49.8916921576797))"
2540,7208,NONE,2 HOUR,Fort St,0800 - 1730,1,1.75,204279,"Paystation, PaybyPhone",Downtown,POINT (-97.1356535492319 49.8871902623058),"MULTILINESTRING ((-97.1356305881223 49.8871478197139, -97.1356765110359 49.887232706102))"
2143,3403,NONE,2 HOUR,McDermot Ave,0800 - 1730,10,1.75,204543,"Paystation, PaybyPhone",Exchange,POINT (-97.1352235981684 49.8965780723519),"MULTILINESTRING ((-97.1349464874411 49.8965139036014, -97.1355007111049 49.8966422407829))"
826,PBP-021,NONE,2 HOUR,Alexander Ave,0800 - 1730,5,1.75,204680,PaybyPhone Only,No Biz Zone,POINT (-97.1401699392269 49.9027395130021),"MULTILINESTRING ((-97.1399428350937 49.9026666640058, -97.1403908900191 49.9028103875327, -97.1403970673764 49.9028123690683))"
1032,3432,NONE,2 HOUR,Bannatyne Ave,0800 - 1730,11,1.75,204498,"Paystation, PaybyPhone",Exchange,POINT (-97.1358523552641 49.8973326300967),"MULTILINESTRING ((-97.1355624743432 49.8972654714686, -97.1361422363163 49.8973997878457))"
478,3388,AM,2 HOUR,Princess St,0900 - 1730,3,1.75,204558,"Paystation, PaybyPhone",Exchange,POINT (-97.1435314900734 49.8968163829122),"MULTILINESTRING ((-97.143658604254 49.8966523442078, -97.1434043754435 49.8969804209422))"
305,PBP-183,"AM, PM",2 HOUR,St Mary Ave,0900 - 1530,4,1.75,204410,PaybyPhone Only,Downtown,POINT (-97.1486584698087 49.889035810216),"MULTILINESTRING ((-97.1485270259834 49.8890653792095, -97.1487899130038 49.8890062411795))"
496,4546,NONE,2 HOUR,Pacific Ave,0800 - 1730,12,1.75,204551,"Paystation, PaybyPhone",Exchange,POINT (-97.1353441464772 49.9006633448786),"MULTILINESTRING ((-97.1348280044017 49.9004985460179, -97.1352390083054 49.9006297754021, -97.1354045672552 49.9006826365128, -97.1358602949373 49.9008281396546))"
2218,PBP-032,NONE,2 HOUR,Alexander Ave,0800 - 1730,2,1.75,204489,PaybyPhone Only,Exchange,POINT (-97.1345890957585 49.9010314145729),"MULTILINESTRING ((-97.1344886783011 49.9009992048203, -97.1346895108632 49.9010636234411))"
726,PBP-105,"AM, PM",2 HOUR,William Ave,0900 - 1530,5,1.75,204436,PaybyPhone Only,Downtown,POINT (-97.1447883726992 49.9007588460932),"MULTILINESTRING ((-97.1446325532773 49.9007087979227, -97.1449441924605 49.9008088940602))"
922,4903,NONE,2 HOUR,Kennedy St,0800 - 1730,5,1.75,204313,"Paystation, PaybyPhone",Downtown,POINT (-97.1446317800197 49.8847798014611),"MULTILINESTRING ((-97.1445513681031 49.8846312607285, -97.1447121927231 49.8849283426775))"
2658,7208,NONE,2 HOUR,Fort St,0800 - 1730,1,1.75,204273,"Paystation, PaybyPhone",Downtown,POINT (-97.1362110482259 49.8882156806206),"MULTILINESTRING ((-97.1361914777042 49.8881795069788, -97.1362306196783 49.8882518559251))"
2740,4247,NONE,2 HOUR,Garry St,0800 - 1730,1,1.75,204284,"Paystation, PaybyPhone",Downtown,POINT (-97.1394845781811 49.8915023738633),"MULTILINESTRING ((-97.1394686977159 49.8914731029064, -97.1395004620369 49.8915316510321))"
380,4252,PM,2 HOUR,York Ave,0800 - 1530,4,1.75,204451,"Paystation, PaybyPhone",Downtown,POINT (-97.1426979669899 49.8887416217318),"MULTILINESTRING ((-97.1425003668153 49.8887863787127, -97.1428955677489 49.8886968641998))"
408,3145,"AM, PM",2 HOUR,Broadway,0900 - 1530,2,2.75,204232,"Paystation, PaybyPhone",Downtown,POINT (-97.1419832651612 49.8873653022818),"MULTILINESTRING ((-97.1418719699449 49.8873905072276, -97.1420945617871 49.8873400968839))"
2299,3446,NONE,4 HOUR,Bannatyne Ave,0800 - 1730,1,2.75,204603,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1552915877072 49.9029043910708),"MULTILINESTRING ((-97.1552408131999 49.9028880844402, -97.155342369204 49.902920699913))"
50,3111,"AM, PM",2 HOUR,Smith St,0900 - 1530,7,2.75,204397,"Paystation, PaybyPhone",Downtown,POINT (-97.1414082983851 49.8927186328255),"MULTILINESTRING ((-97.1413091522867 49.8925362172643, -97.1415074448979 49.8929010476856))"
1044,2275,NONE,2 HOUR,Kennedy St,0800 - 1730,6,2.75,204307,"Paystation, PaybyPhone",Downtown,POINT (-97.1472266040948 49.8898836941903),"MULTILINESTRING ((-97.1471298046069 49.8897052996102, -97.1473234039451 49.890062088039))"
1597,PBP-067,NONE,2 HOUR,Stanley St,0800 - 1730,9,1.75,204708,PaybyPhone Only,No Biz Zone,POINT (-97.1401243549002 49.9032301699174),"MULTILINESTRING ((-97.1402635100323 49.9030489291106, -97.1399851995007 49.903411409544))"
735,PBP-023,"AM, PM",2 HOUR,Logan Ave,0900 - 1530,4,1.75,204326,PaybyPhone Only,Downtown,POINT (-97.1391725599485 49.9035686915432),"MULTILINESTRING ((-97.1390478666637 49.9035286925737, -97.1392972529865 49.9036086902336))"
763,4267,NONE,2 HOUR,St Mary Ave,0800 - 1730,1,1.75,204418,"Paystation, PaybyPhone",Downtown,POINT (-97.1420489066489 49.8906667228778),"MULTILINESTRING ((-97.14201607278 49.8906741827489, -97.1420197178744 49.8906733545701, -97.142081725351 49.8906592664546))"
2912,PBP-073,NONE,2 HOUR,Hargrave St,0800 - 1730,5,1.75,204800,PaybyPhone Only,West End,POINT (-97.1460767387354 49.8964980442027),"MULTILINESTRING ((-97.1461757861701 49.8963691854719, -97.146175509282 49.8963697508563, -97.145977558739 49.8966268686137))"
1256,PBP-001,NONE,2 HOUR,Assiniboine Ave,0800 - 1730,4,1.75,204205,PaybyPhone Only,Downtown,POINT (-97.1421596541258 49.8838926207964),"MULTILINESTRING ((-97.1420399353052 49.8839384682879, -97.1422793723474 49.883846773324))"
2939,7199,NONE,2 HOUR,Market Ave,,5,2.75,204535,"Paystation, PaybyPhone",Exchange,POINT (-97.1378076657031 49.8990791668172),"MULTILINESTRING ((-97.137573271616 49.8990042641144, -97.1376764846621 49.8990372468419, -97.1380420613538 49.899154069316))"
2378,4546,NONE,2 HOUR,Pacific Ave,0800 - 1730,3,1.75,204551,"Paystation, PaybyPhone",Exchange,POINT (-97.1361211262635 49.9009114157764),"MULTILINESTRING ((-97.1360022638642 49.9008734664558, -97.1362399907313 49.9009493655761))"
682,PBP-105,"AM, PM",2 HOUR,William Ave,0900 - 1530,5,1.75,204436,PaybyPhone Only,Downtown,POINT (-97.14393049267 49.9004815727727),"MULTILINESTRING ((-97.1437746750287 49.900431523459, -97.1440863105971 49.9005316218656))"
157,3190,NONE,4 HOUR,McDermot Ave,0800 - 1730,4,2.75,204617,"Paystation, PaybyPhone",Health Science Centre,POINT (-97.1573801920527 49.9025512460707),"MULTILINESTRING ((-97.1572201815168 49.9024999930743, -97.1575401995406 49.9026024977618))"
1476,4488,NONE,2 HOUR,Vaughan St,0800 - 1730,4,2.75,204424,"Paystation, PaybyPhone",Downtown,POINT (-97.1479460565939 49.8884373830766),"MULTILINESTRING ((-97.147899380969 49.8883527049541, -97.1479927321118 49.8885220606892))"
281,3210,NONE,2 HOUR,Portage Ave,0800 - 1730,4,2.75,204365,PaybyPhone Only,Downtown,POINT (-97.1481506933815 49.8920950960985),"MULTILINESTRING ((-97.1480297044226 49.8921395568861, -97.1482716811049 49.8920506355571))"
413,3137,"AM, PM",2 HOUR,Donald St,0900 - 1530,5,1.75,204256,"Paystation, PaybyPhone",Downtown,POINT (-97.1406641173372 49.8882598081541),"MULTILINESTRING ((-97.1405826825502 49.8881097602255, -97.1405972107717 49.8881365293156, -97.1407455540931 49.8884098587253))"
1516,PBP-099,NONE,2 HOUR,Qu'appelle Ave,0800 - 1730,4,1.75,204805,PaybyPhone Only,West End,POINT (-97.1479163816876 49.895607212898),"MULTILINESTRING ((-97.1477850071731 49.8956369422999, -97.148047756624 49.8955774832156))"
614,PBP-149,"AM, PM",2 HOUR,Smith St,0900 - 1530,6,1.75,204398,PaybyPhone Only,Downtown,POINT (-97.139381727319 49.8889761149535),"MULTILINESTRING ((-97.139282658253 49.8887938626476, -97.1394807969306 49.8891583668023))"
